snapshot_id,snapshot_date,team_key,player_id,player_name,position,overall,efficiency_score,rating_source,rating_timestamp,is_in_squad_pool,notes
teams_db_2026_worldcup_pre_tournament_v1,2026-06-01,canada,canada:l_millar:MF:014,L. Millar,MF,72,0.22,FIFA Predictor 4.0 teams_db.json,2026-06-01T00:00:00,TRUE,
teams_db_2026_worldcup_pre_tournament_v1,2026-06-01,canada,canada:i_kon:MF:015,I. Koné,MF,72,0.22,FIFA Predictor 4.0 teams_db.json,2026-06-01T00:00:00,TRUE,
teams_db_2026_worldcup_pre_tournament_v1,2026-06-01,canada,canada:t_bair:FW:016,T. Bair,FW,71,0.21,FIFA Predictor 4.0 teams_db.json,2026-06-01T00:00:00,TRUE,
teams_db_2026_worldcup_pre_tournament_v1,2026-06-01,canada,canada:j_osorio:MF:017,J. Osorio,MF,71,0.21,FIFA Predictor 4.0 teams_db.json,2026-06-01T00:00:00,TRUE,
teams_db_2026_worldcup_pre_tournament_v1,2026-06-01,canada,canada:k_miller:DF:018,K. Miller,DF,71,0.21,FIFA Predictor 4.0 teams_db.json,2026-06-01T00:00:00,TRUE,
teams_db_2026_worldcup_pre_tournament_v1,2026-06-01,canada,canada:t_oluwaseyi:FW:019,T. Oluwaseyi,FW,70,0.2,FIFA Predictor 4.0 teams_db.json,2026-06-01T00:00:00,TRUE,
teams_db_2026_worldcup_pre_tournament_v1,2026-06-01,canada,canada:n_sigur:DF:020,N. Sigur,DF,70,0.2,FIFA Predictor 4.0 teams_db.json,2026-06-01T00:00:00,TRUE,
teams_db_2026_worldcup_pre_tournament_v1,2026-06-01,canada,canada:i_ugbo:FW:021,I. Ugbo,FW,69,0.19,FIFA Predictor 4.0 teams_db.json,2026-06-01T00:00:00,TRUE,
teams_db_2026_worldcup_pre_tournament_v1,2026-06-01,canada,canada:s_piette:MF:022,S. Piette,MF,69,0.19,FIFA Predictor 4.0 teams_db.json,2026-06-01T00:00:00,TRUE,
teams_db_2026_worldcup_pre_tournament_v1,2026-06-01,canada,canada:j_hoilett:MF:023,J. Hoilett,MF,69,0.19,FIFA Predictor 4.0 teams_db.json,2026-06-01T00:00:00,TRUE,
teams_db_2026_worldcup_pre_tournament_v1,2026-06-01,canada,canada:t_corbeanu:MF:024,T. Corbeanu,MF,68,0.18,FIFA Predictor 4.0 teams_db.json,2026-06-01T00:00:00,TRUE,
