split,variant,method,alpha,condition,max_goals,matches,accuracy,log_loss,brier_score,correct_score_top1_accuracy,correct_score_top3_accuracy,correct_score_top5_accuracy,goal_difference_exact_accuracy,goal_difference_plus_minus_1_accuracy,actual_gd_3_plus_rate,predicted_gd_3_plus_probability,gd_3_plus_calibration_error,actual_favorite_win_by_3_plus_rate,predicted_favorite_win_by_3_plus_probability,favorite_win_by_3_plus_calibration_error,actual_total_goals_4_plus_rate,predicted_total_goals_4_plus_probability,total_goals_4_plus_calibration_error,blowout_bucket_weighted_abs_error,score_matrix_kl_drift,score_matrix_mad_drift
modern_era_1990_plus,gd_tail_redistribution_alpha_0.08,gd_tail_redistribution,0.08,none,5,784,0.5229591836734694,1.0026606105656815,0.5968720355336372,0.13137755102040816,0.35331632653061223,0.5255102040816326,0.29081632653061223,0.6709183673469388,0.13903061224489796,0.15681730873477281,0.017786696489874854,0.11862244897959184,0.12738874211862664,0.008766293139034792,0.22959183673469388,0.2814118821805387,0.051820045445844815,0.017786696489874878,0.0023025604306488637,0.0009828893980212852
modern_era_1990_plus,gd_tail_redistribution_alpha_0.10,gd_tail_redistribution,0.1,none,5,784,0.5229591836734694,1.0026606105656815,0.5968720355336372,0.12755102040816327,0.35714285714285715,0.5242346938775511,0.2895408163265306,0.6696428571428571,0.13903061224489796,0.1612403110258686,0.02220969878097065,0.11862244897959184,0.1305707850333311,0.011948336053739267,0.22959183673469388,0.2814118821805387,0.051820045445844815,0.022209698780970646,0.00354260061119099,0.0012286117475266065
modern_era_1990_plus,gd_tail_redistribution_alpha_0.12,gd_tail_redistribution,0.12,none,5,784,0.5229591836734694,1.0026606105656815,0.5968720355336372,0.12627551020408162,0.35331632653061223,0.5242346938775511,0.2895408163265306,0.6709183673469388,0.13903061224489796,0.16566331331696438,0.026632701072066417,0.11862244897959184,0.13375282794803556,0.015130378968443714,0.22959183673469388,0.2814118821805387,0.051820045445844815,0.02663270107206642,0.00502983124193899,0.0014743340970319277
modern_era_1990_plus,gd_tail_redistribution_alpha_0.14,gd_tail_redistribution,0.14,none,5,784,0.5229591836734694,1.0026606105656815,0.5968720355336373,0.12627551020408162,0.35331632653061223,0.5255102040816326,0.2895408163265306,0.6696428571428571,0.13903061224489796,0.17008631560806017,0.031055703363162213,0.11862244897959184,0.13693487086274003,0.01831242188314819,0.22959183673469388,0.2814118821805387,0.051820045445844815,0.031055703363162226,0.00675856592128246,0.0017200564465372492
modern_era_1990_plus,favorite_tail_boost_alpha_0.08,favorite_tail_boost,0.08,none,5,784,0.5229591836734694,1.0026606105656815,0.5968720355336372,0.13137755102040816,0.35331632653061223,0.5255102040816326,0.29081632653061223,0.6709183673469388,0.13903061224489796,0.15185347122920753,0.01282285898430957,0.11862244897959184,0.12738874211862664,0.008766293139034792,0.22959183673469388,0.2814118821805387,0.051820045445844815,0.012822858984309569,0.0015204003630129974,0.0007071206477121029
modern_era_1990_plus,favorite_tail_boost_alpha_0.10,favorite_tail_boost,0.1,none,5,784,0.5229591836734694,1.0026606105656815,0.5968720355336372,0.12755102040816327,0.35714285714285715,0.5242346938775511,0.2895408163265306,0.6696428571428571,0.13903061224489796,0.155035514143912,0.016004901899014046,0.11862244897959184,0.1305707850333311,0.011948336053739267,0.22959183673469388,0.2814118821805387,0.051820045445844815,0.016004901899014046,0.002348820003413677,0.0008839008096401287
modern_era_1990_plus,favorite_tail_boost_alpha_0.12,favorite_tail_boost,0.12,none,5,784,0.5229591836734694,1.0026606105656815,0.5968720355336372,0.12627551020408162,0.35331632653061223,0.5242346938775511,0.2895408163265306,0.6709183673469388,0.13903061224489796,0.15821755705861648,0.01918694481371852,0.11862244897959184,0.13375282794803556,0.015130378968443714,0.22959183673469388,0.2814118821805387,0.051820045445844815,0.019186944813718503,0.0033474895520140893,0.0010606809715681543
modern_era_1990_plus,favorite_tail_boost_alpha_0.15,favorite_tail_boost,0.15,none,5,784,0.5229591836734694,1.0026606105656815,0.5968720355336371,0.12627551020408162,0.350765306122449,0.5229591836734694,0.2895408163265306,0.6696428571428571,0.13903061224489796,0.16299062143067317,0.023960009185775205,0.11862244897959184,0.13852589232009227,0.019903443340500426,0.22959183673469388,0.2814118821805387,0.051820045445844815,0.023960009185775195,0.005159098629483422,0.0013258512144601927
modern_era_1990_plus,favorite_tail_boost_alpha_0.18,favorite_tail_boost,0.18,none,5,784,0.5229591836734694,1.0026606105656815,0.5968720355336371,0.12627551020408162,0.35459183673469385,0.5216836734693877,0.2895408163265306,0.6696428571428571,0.13903061224489796,0.16776368580272985,0.02873307355783189,0.11862244897959184,0.14329895669214895,0.02467650771255711,0.22959183673469388,0.2814118821805387,0.051820045445844815,0.028733073557831897,0.0073426454889294265,0.0015910214573522314
recent_era_2000_plus,baseline,baseline,,none,5,597,0.5343383584589615,0.9961022481403791,0.5919168726532706,0.13400335008375208,0.3500837520938023,0.5309882747068677,0.288107202680067,0.6599664991624791,0.135678391959799,0.1414115426234584,0.005733150663659398,0.11892797319932999,0.11754841114286667,0.001379562056463321,0.22445561139028475,0.28121715556043575,0.056761544170151,0.013304259406940393,0.0,0.0
recent_era_2000_plus,gd_tail_redistribution_alpha_0.04,gd_tail_redistribution,0.04,none,5,597,0.5343383584589615,0.9961022481403791,0.5919168726532705,0.1306532663316583,0.35343383584589616,0.5309882747068677,0.2847571189279732,0.6599664991624791,0.135678391959799,0.15027884502892894,0.014600453069129937,0.11892797319932999,0.12398106212850937,0.0050530889291793835,0.22445561139028475,0.28121715556043575,0.056761544170151,0.014600453069129927,0.0005953865880810544,0.0004926279114150293
recent_era_2000_plus,gd_tail_redistribution_alpha_0.06,gd_tail_redistribution,0.06,none,5,597,0.5343383584589615,0.9961022481403791,0.5919168726532708,0.1323283082077052,0.35510887772194305,0.5293132328308208,0.2864321608040201,0.661641541038526,0.135678391959799,0.1547124962316642,0.019034104271865193,0.11892797319932999,0.12719738762133073,0.008269414422000743,0.22445561139028475,0.28121715556043575,0.056761544170151,0.019034104271865186,0.0013152636553085471,0.0007389418671225438
recent_era_2000_plus,gd_tail_redistribution_alpha_0.08,gd_tail_redistribution,0.08,none,5,597,0.5343383584589615,0.9961022481403792,0.5919168726532706,0.1323283082077052,0.35510887772194305,0.5309882747068677,0.2864321608040201,0.661641541038526,0.135678391959799,0.15914614743439945,0.02346775547460045,0.11892797319932999,0.13041371311415206,0.011485739914822074,0.22445561139028475,0.28121715556043575,0.056761544170151,0.023467755474600473,0.0022993424457192226,0.0009852558228300584
recent_era_2000_plus,gd_tail_redistribution_alpha_0.10,gd_tail_redistribution,0.1,none,5,597,0.5343383584589615,0.9961022481403791,0.5919168726532706,0.1273031825795645,0.36180904522613067,0.5276381909547738,0.2847571189279732,0.6599664991624791,0.135678391959799,0.1635797986371347,0.027901406677335705,0.11892797319932999,0.13363003860697342,0.014702065407643433,0.22445561139028475,0.28121715556043575,0.056761544170151,0.027901406677335726,0.0035380268941512393,0.0012315697785375732
recent_era_2000_plus,gd_tail_redistribution_alpha_0.12,gd_tail_redistribution,0.12,none,5,597,0.5343383584589615,0.9961022481403791,0.5919168726532706,0.12562814070351758,0.35845896147403683,0.5276381909547738,0.2847571189279732,0.661641541038526,0.135678391959799,0.16801344983987,0.03233505788007099,0.11892797319932999,0.13684636409979478,0.017918390900464792,0.22445561139028475,0.28121715556043575,0.056761544170151,0.03233505788007097,0.005023864633350262,0.0014778837342450876
recent_era_2000_plus,gd_tail_redistribution_alpha_0.14,gd_tail_redistribution,0.14,none,5,597,0.5343383584589615,0.9961022481403791,0.5919168726532708,0.12562814070351758,0.35845896147403683,0.5293132328308208,0.2847571189279732,0.6599664991624791,0.135678391959799,0.17244710104260524,0.036768709082806245,0.11892797319932999,0.14006268959261614,0.02113471639328615,0.22445561139028475,0.28121715556043575,0.056761544170151,0.03676870908280626,0.006751242530802733,0.0017241976899526024
recent_era_2000_plus,favorite_tail_boost_alpha_0.08,favorite_tail_boost,0.08,none,5,597,0.5343383584589615,0.9961022481403792,0.5919168726532708,0.1323283082077052,0.35510887772194305,0.5309882747068677,0.2864321608040201,0.661641541038526,0.135678391959799,0.1542768445947438,0.018598452634944806,0.11892797319932999,0.13041371311415206,0.011485739914822074,0.22445561139028475,0.28121715556043575,0.056761544170151,0.018598452634944813,0.0015294177384727109,0.0007147389984047451
recent_era_2000_plus,favorite_tail_boost_alpha_0.10,favorite_tail_boost,0.1,none,5,597,0.5343383584589615,0.9961022481403791,0.5919168726532706,0.1273031825795645,0.36180904522613067,0.5276381909547738,0.2847571189279732,0.6599664991624791,0.135678391959799,0.15749317008756517,0.021814778127766166,0.11892797319932999,0.13363003860697342,0.014702065407643433,0.22445561139028475,0.28121715556043575,0.056761544170151,0.021814778127766186,0.002363151685902509,0.0008934237480059312
