home_advantage,accuracy,log_loss,brier_score
0.0,0.5538231309025461,0.9581930348439738,0.5687957387632453
25.0,0.5613662561426924,0.9484260868286234,0.5623264726257977
50.0,0.5678982385892536,0.9403970207394611,0.5569750019623736
75.0,0.5732977411069992,0.9340828330826079,0.5527457988120973
100.0,0.5748346781532488,0.9294766754290096,0.5496372665224177
125.0,0.5764525066229853,0.9265719479213531,0.5476432982824078
150.0,0.5753604724059131,0.9253804523050009,0.546751596178191
