base,c1,scale,matches,goal_mae,team_a_goal_mae,team_b_goal_mae,total_goals_mae,goal_difference_mae,poisson_log_loss,brier_score,predicted_avg_team_a_goals,predicted_avg_team_b_goals,predicted_avg_total_goals,actual_avg_team_a_goals,actual_avg_team_b_goals,actual_avg_total_goals,predicted_minus_actual_total_goals
1.4,0.5,400.0,1170,0.9851685994081196,1.0384909031784189,0.9318462956378205,1.4264957264957265,1.331051398267094,1.011987890791616,0.6052446242378468,1.439202901571581,1.3607970984284188,2.8,1.471794871794872,1.2538461538461538,2.7256410256410257,0.0743589743589741
1.4,0.5,450.0,1170,0.9905471567948717,1.0429778268917378,0.9381164866980056,1.4264957264957265,1.338573442254511,1.0171984121432018,0.6089984874457557,1.4348470236191833,1.3651529763808166,2.8,1.471794871794872,1.2538461538461538,2.7256410256410257,0.0743589743589741
1.4,0.5,500.0,1170,0.9950292680726496,1.0467220735376068,0.9433364626076923,1.4264957264957265,1.3448276078102563,1.0218149446986828,0.6123293048331703,1.4313623212572648,1.368637678742735,2.8,1.471794871794872,1.2538461538461538,2.7256410256410257,0.0743589743589741
1.4,0.5,550.0,1170,0.998783406095571,1.0499027397350427,0.9476640724560994,1.4264957264957265,1.3500763800606062,1.0258875791332756,0.6152737460448643,1.4285112011429681,1.3714887988570317,2.8,1.471794871794872,1.2538461538461538,2.7256410256410257,0.0743589743589741
1.4,0.75,350.0,1170,0.9653045915906593,1.0203479138034188,0.9102612693778999,1.4264335366587302,1.3080642478199023,0.9941361294500408,0.591303572379698,1.4672220936666667,1.3328400961703295,2.8000621898369964,1.471794871794872,1.2538461538461538,2.7256410256410257,0.07442116419597067
1.4,0.75,400.0,1170,0.9684003221901709,1.023239440610577,0.9135612037697649,1.4264957264957265,1.3096431118344016,0.9964657666924036,0.593737191125538,1.4588043523573717,1.341195647642628,2.8,1.471794871794872,1.2538461538461538,2.7256410256410257,0.0743589743589741
1.4,0.75,450.0,1170,0.9724342546495726,1.0271100761951566,0.9177584331039886,1.4264957264957265,1.313648961022792,1.00015462169596,0.596628111732976,1.4522705354287748,1.347729464571225,2.8,1.471794871794872,1.2538461538461538,2.7256410256410257,0.0743589743589741
1.4,0.75,500.0,1170,0.9768257309153845,1.031140439686752,0.922511022144017,1.4264957264957265,1.3193793342162394,1.0041937299075379,0.5996091182339947,1.4470434818858973,1.3529565181141026,2.8,1.471794871794872,1.2538461538461538,2.7256410256410257,0.0743589743589741
1.4,0.75,550.0,1170,0.9810727831122765,1.0349649241596737,0.9271806420648795,1.4264957264957265,1.3253320283131313,1.008190599435273,0.6025066202939156,1.4427668017144522,1.3572331982855477,2.8,1.471794871794872,1.2538461538461538,2.7256410256410257,0.0743589743589741
1.4,1.0,350.0,1170,0.9649670051819291,1.0202677234188033,0.9096662869450549,1.4271403391501831,1.3251464227203906,0.9969894577137505,0.5902430878261281,1.4911311104517704,1.3124524381587301,2.8035835486105007,1.471794871794872,1.2538461538461538,2.7256410256410257,0.07794252296947501
1.4,1.0,400.0,1170,0.9637577026121795,1.0188816794935898,0.9086337257307692,1.4263587999893161,1.3125621063440172,0.9947045353633741,0.5898684577746011,1.47880337092094,1.322197499645299,2.801000870566239,1.471794871794872,1.2538461538461538,2.7256410256410257,0.07535984492521308
1.4,1.0,450.0,1170,0.9647690915356124,1.0198802546552705,0.9096579284159544,1.4263172732174738,1.3084897284539412,0.9940101184683182,0.590829421601404,1.4697497875441594,1.330428665734093,2.800178453278252,1.471794871794872,1.2538461538461538,2.7256410256410257,0.07453742763722637
1.4,1.0,500.0,1170,0.9666421779965813,1.021564962408547,0.9117193935846154,1.4264957264957265,1.3082749338700854,0.9950222200730481,0.5924299746380725,1.46272464251453,1.33727535748547,2.8,1.471794871794872,1.2538461538461538,2.7256410256410257,0.0743589743589741
1.4,1.0,550.0,1170,0.9693754142222222,1.0241525488717949,0.9145982795726496,1.4264957264957265,1.3105661313846153,0.9973170154504158,0.5944359067316086,1.4570224022859362,1.3429775977140637,2.8,1.471794871794872,1.2538461538461538,2.7256410256410257,0.0743589743589741
1.4,1.25,350.0,1170,0.9764487916727715,1.032211106135531,0.9206864772100122,1.4291215456105006,1.3696271491330891,1.012966445043588,0.596222199901126,1.5176739175152625,1.2958089678327227,2.813482885347985,1.471794871794872,1.2538461538461538,2.7256410256410257,0.08784185970695946
1.4,1.25,400.0,1170,0.9680750902550748,1.023466473341346,0.9126837071688034,1.4278544999866454,1.3387937538327992,1.0010072129061838,0.5917392746402238,1.50075042727297,1.3056347839583333,2.8063852112313032,1.471794871794872,1.2538461538461538,2.7256410256410257,0.08074418559027752
1.4,1.25,450.0,1170,0.9644492654131054,1.0197165817901235,0.9091819490360874,1.4269600062678063,1.3217142078110162,0.9962737357440644,0.5900038590521973,1.4883432804605887,1.314552914691358,2.8028961951519467,1.471794871794872,1.2538461538461538,2.7256410256410257,0.07725516951092093
1.4,1.25,500.0,1170,0.9637577026121795,1.0188816794935898,0.9086337257307692,1.4263587999893161,1.3125621063440172,0.9947045353633741,0.5898684577746011,1.47880337092094,1.322197499645299,2.801000870566239,1.471794871794872,1.2538461538461538,2.7256410256410257,0.07535984492521308
1.4,1.25,550.0,1170,0.964481370251554,1.019621803982129,0.909340936520979,1.4262616461130535,1.308996930421523,0.9940690124557338,0.5905757997469442,1.4713766787334885,1.3288941190928516,2.8002707978263404,1.471794871794872,1.2538461538461538,2.7256410256410257,0.07462977218531464
