gamma,matches,accuracy,log_loss,brier_score,correct_score_top1_accuracy,actual_draw_rate,predicted_draw_probability,actual_low_score_rate,predicted_low_score_probability,actual_0_0_rate,predicted_0_0_probability,actual_1_1_rate,predicted_1_1_probability,predicted_avg_total_goals,actual_avg_total_goals
0.0,1170,0.5324786324786325,0.9941376023973315,0.5911088182394354,0.13076923076923078,0.24102564102564103,0.2293756685109294,0.3803418803418803,0.36492993075820424,0.08547008547008547,0.06210961296962224,0.10854700854700855,0.10831523908829702,2.658106800797505,2.7256410256410257
0.03,1170,0.5324786324786325,0.9939054129049403,0.590900050000705,0.12564102564102564,0.24102564102564103,0.23209979201547223,0.3803418803418803,0.3682808537683378,0.08547008547008547,0.06400789387620325,0.10854700854700855,0.10829917458561095,2.6577199762823653,2.7256410256410257
0.05,1170,0.5324786324786325,0.9938049749933849,0.5907759249130121,0.1282051282051282,0.24102564102564103,0.23397692282824584,0.3803418803418803,0.3705102074170093,0.08547008547008547,0.06530599036503647,0.10854700854700855,0.10830057005565971,2.6574792115204313,2.7256410256410257
0.08,1170,0.5324786324786325,0.9937522285340306,0.5906149691578761,0.12735042735042734,0.24102564102564103,0.2368896183816186,0.3803418803418803,0.37384754331648007,0.08547008547008547,0.06730340340457891,0.10854700854700855,0.10832459013214958,2.65714507278537,2.7256410256410257
0.1,1170,0.5324786324786325,0.9937952362406132,0.5905262009297045,0.1282051282051282,0.24102564102564103,0.2388994756578951,0.3803418803418803,0.37606813805558104,0.08547008547008547,0.06866936830059599,0.10854700854700855,0.10835756642568878,2.6569411187871554,2.7256410256410257
0.12,1170,0.5324786324786325,0.9939150797100361,0.5904537673624333,0.13076923076923078,0.24102564102564103,0.24096667382477466,0.3803418803418803,0.37828546962176607,0.08547008547008547,0.07006351179481793,0.10854700854700855,0.10840609944060621,2.6567528660734228,2.7256410256410257
0.15,1170,0.5324786324786325,0.9942814183613805,0.5903788819091776,0.13076923076923078,0.24102564102564103,0.24418080824849694,0.3803418803418803,0.3816057622601135,0.08547008547008547,0.07220890228155245,0.10854700854700855,0.10851203331576789,2.656501197446664,2.7256410256410257
0.2,1170,0.5324786324786325,0.9958019242259686,0.590352950767698,0.13076923076923078,0.24102564102564103,0.24986523948912984,0.3803418803418803,0.3871259769440139,0.08547008547008547,0.07593163284800004,0.10854700854700855,0.10879626513994338,2.656170659512593,2.7256410256410257
