base,c1,scale,world_cup_matches,euro_matches,pooled_matches,world_cup_log_loss,euro_log_loss,pooled_log_loss,world_cup_brier_score,euro_brier_score,pooled_brier_score,world_cup_goal_difference_mae,euro_goal_difference_mae,pooled_goal_difference_mae,world_cup_predicted_avg_total_goals,euro_predicted_avg_total_goals,pooled_predicted_avg_total_goals,world_cup_actual_avg_total_goals,euro_actual_avg_total_goals,pooled_actual_avg_total_goals,world_cup_total_goal_error,euro_total_goal_error,pooled_total_goal_error,world_cup_abs_total_goal_error,euro_abs_total_goal_error,pooled_abs_total_goal_error
1.45,1.3,550.0,881,289,1170,0.9799055760295035,1.0361825479824291,0.993806469101636,0.5796598508458394,0.6225318898306573,0.5902496109027721,1.354113341056444,1.1763107182082415,1.310194573532401,2.900341847789289,2.9000703767914437,2.9002747921325565,2.8308740068104425,2.404844290657439,2.7256410256410257,0.0694678409788465,0.49522608613400454,0.17463376649153073,0.0694678409788465,0.49522608613400454,0.17463376649153073
1.45,1.3,600.0,881,289,1170,0.9802845562920317,1.0352317681667373,0.9938569872593732,0.5811179880964454,0.6220183467180408,0.5912207262516944,1.3535756224290578,1.1699618083079586,1.3082214409923076,2.900018831975785,2.9,2.900014180316809,2.8308740068104425,2.404844290657439,2.7256410256410257,0.06914482516534237,0.4951557093425607,0.1743731546757834,0.06914482516534237,0.4951557093425607,0.1743731546757834
1.5,1.0,500.0,881,289,1170,0.9820994804160172,1.0357289423947063,0.9953464158962229,0.583059477661449,0.6223128103212257,0.5927553863269844,1.3550165605811577,1.1657857534809688,1.3082749338700854,3.0,3.0,3.0,2.8308740068104425,2.404844290657439,2.7256410256410257,0.16912599318955746,0.5951557093425608,0.2743589743589743,0.16912599318955746,0.5951557093425608,0.2743589743589743
1.5,1.0,550.0,881,289,1170,0.9853487725962315,1.0366389590521485,0.9980178870285035,0.5856620312472343,0.6228877080677394,0.5948570915900772,1.3594949214074914,1.1614095085121108,1.3105661313846153,3.0,3.0,3.0,2.8308740068104425,2.404844290657439,2.7256410256410257,0.16912599318955746,0.5951557093425608,0.2743589743589743,0.16912599318955746,0.5951557093425608,0.2743589743589743
1.5,1.0,600.0,881,289,1170,0.9889273469118081,1.0380149151658644,1.0010523958224258,0.5883500521159288,0.6237796243045962,0.5971014592633868,1.3644495901021567,1.158786143656286,1.313648961022792,3.0,3.0,3.0,2.8308740068104425,2.404844290657439,2.7256410256410257,0.16912599318955746,0.5951557093425608,0.2743589743589743,0.16912599318955746,0.5951557093425608,0.2743589743589743
1.5,1.1,500.0,881,289,1170,0.9799411354669862,1.0356845418069014,0.993710233272316,0.5809432367181824,0.622280522562435,0.5911538996318467,1.353528783475142,1.170873118534256,1.3084112730752138,3.0,3.0,3.0,2.8308740068104425,2.404844290657439,2.7256410256410257,0.16912599318955746,0.5951557093425608,0.2743589743589743,0.16912599318955746,0.5951557093425608,0.2743589743589743
1.5,1.1,550.0,881,289,1170,0.9820994804160172,1.0357289423947063,0.9953464158962229,0.583059477661449,0.6223128103212257,0.5927553863269844,1.3550165605811577,1.1657857534809688,1.3082749338700854,3.0,3.0,3.0,2.8308740068104425,2.404844290657439,2.7256410256410257,0.16912599318955746,0.5951557093425608,0.2743589743589743,0.16912599318955746,0.5951557093425608,0.2743589743589743
1.5,1.1,600.0,881,289,1170,0.9850337050191449,1.0365320538635634,0.9977542373405436,0.5854195728406903,0.6228193964504573,0.5946576489289161,1.3590381963390086,1.161774195592849,1.3103123021376069,3.0,3.0,3.0,2.8308740068104425,2.404844290657439,2.7256410256410257,0.16912599318955746,0.5951557093425608,0.2743589743589743,0.16912599318955746,0.5951557093425608,0.2743589743589743
1.5,1.2,500.0,881,289,1170,0.9794006008970263,1.0366817029771147,0.9935495226928778,0.5795259459551425,0.6228472514810541,0.5902266786876096,1.354432454384563,1.178011958549481,1.310855084045812,3.000242330944835,3.0,3.0001824731302564,2.8308740068104425,2.404844290657439,2.7256410256410257,0.16936832413439262,0.5951557093425608,0.2745414474892307,0.16936832413439262,0.5951557093425608,0.2745414474892307
1.5,1.2,550.0,881,289,1170,0.980071641670083,1.035646279588983,0.993799052232957,0.5811044955934844,0.622258231277456,0.5912698200487568,1.3535509303923228,1.1703760402290029,1.3083051669246308,3.0,3.0,3.0,2.8308740068104425,2.404844290657439,2.7256410256410257,0.16912599318955746,0.5951557093425608,0.2743589743589743,0.16912599318955746,0.5951557093425608,0.2743589743589743
